Local time,Open,High,Low,Close,Volume
18.08.2021 14:00:00.000 GMT-0700,44476,46861,43918,46527,1.1307
19.08.2021 14:00:00.000 GMT-0700,46528,49053,46318,48624,1.2214
20.08.2021 14:00:00.000 GMT-0700,48626,49751,48257,48972,0.5035000000000001
21.08.2021 14:00:00.000 GMT-0700,48973,49435,48061,48373,1.5513000000000001
22.08.2021 14:00:00.000 GMT-0700,48373,50457,48231,49473,2.227
23.08.2021 14:00:00.000 GMT-0700,49474,49823,47726,48275,1.5674000000000001
24.08.2021 14:00:00.000 GMT-0700,48276,49111,47097,48635,1.2516
25.08.2021 14:00:00.000 GMT-0700,48662,49312,46290,46961,1.2838
26.08.2021 14:00:00.000 GMT-0700,46980,49122,46323,48874,2.7928
27.08.2021 14:00:00.000 GMT-0700,48874,49266,48352,48707,0.7847000000000001
28.08.2021 14:00:00.000 GMT-0700,48707,49607,47772,48877,0.9915
29.08.2021 14:00:00.000 GMT-0700,48877,49346,47351,48584,1.9667000000000001
30.08.2021 14:00:00.000 GMT-0700,48627,48631,46659,46938,1.2687
31.08.2021 14:00:00.000 GMT-0700,46914,49075,46500,48205,1.2988
01.09.2021 14:00:00.000 GMT-0700,48217,50332,48214,49491,1.408
02.09.2021 14:00:00.000 GMT-0700,49491,50977,48320,50102,1.6396
03.09.2021 14:00:00.000 GMT-0700,50097,50502,49380,50143,0.7459
04.09.2021 14:00:00.000 GMT-0700,50151,51664,49463,51614,0.9179999999999999
05.09.2021 14:00:00.000 GMT-0700,51617,52169,50976,51866,1.8149000000000004
06.09.2021 14:00:00.000 GMT-0700,51925,52884,42953,46756,1.7828000000000004
07.09.2021 14:00:00.000 GMT-0700,46810,47291,44413,45988,2.1163000000000003
08.09.2021 14:00:00.000 GMT-0700,45990,47348,45500,46198,1.3755000000000002
09.09.2021 14:00:00.000 GMT-0700,46204,46989,44712,45032,1.1778999999999997
10.09.2021 14:00:00.000 GMT-0700,45030,45943,44123,45273,0.8370000000000001
11.09.2021 14:00:00.000 GMT-0700,45269,46209,44715,45055,0.8991000000000002
12.09.2021 14:00:00.000 GMT-0700,45046,46800,43395,45122,2.5131
13.09.2021 14:00:00.000 GMT-0700,45123,46908,44631,46758,2.3189
14.09.2021 14:00:00.000 GMT-0700,46751,48382,46344,47869,2.4144
15.09.2021 14:00:00.000 GMT-0700,47888,48434,46973,47075,2.3750999999999998
16.09.2021 14:00:00.000 GMT-0700,47116,48104,46707,46938,1.9709999999999996
17.09.2021 14:00:00.000 GMT-0700,46936,48752,46752,47949,0.9606999999999999
18.09.2021 14:00:00.000 GMT-0700,47945,48328,47071,47546,0.9302
19.09.2021 14:00:00.000 GMT-0700,47545,47615,42500,43475,2.3526
20.09.2021 14:00:00.000 GMT-0700,43476,43864,40159,40868,2.5673
21.09.2021 14:00:00.000 GMT-0700,40902,43953,39559,43382,2.6627000000000005
22.09.2021 14:00:00.000 GMT-0700,43354,44875,42982,44636,2.7336000000000005
23.09.2021 14:00:00.000 GMT-0700,44641,45089,40706,42935,2.8348
24.09.2021 14:00:00.000 GMT-0700,42932,43168,41657,42624,1.0639
25.09.2021 14:00:00.000 GMT-0700,42624,43680,40765,43590,1.1771
26.09.2021 14:00:00.000 GMT-0700,43600,44301,42561,42632,2.1656999999999997
27.09.2021 14:00:00.000 GMT-0700,42632,43345,41061,41720,2.9350000000000005
28.09.2021 14:00:00.000 GMT-0700,41720,42534,40723,41065,1.8983
29.09.2021 14:00:00.000 GMT-0700,41065,44049,40907,43373,1.8622999999999998
30.09.2021 14:00:00.000 GMT-0700,43374,48123,43233,48074,2.1278
01.10.2021 14:00:00.000 GMT-0700,48075,48409,47403,47956,1.6560000000000001
02.10.2021 14:00:00.000 GMT-0700,47956,49145,47080,48407,2.4152
03.10.2021 14:00:00.000 GMT-0700,48403,49430,46872,48935,2.2254
04.10.2021 14:00:00.000 GMT-0700,48967,51716,48523,51407,2.2382999999999997
05.10.2021 14:00:00.000 GMT-0700,51437,55374,50363,54872,2.2081
06.10.2021 14:00:00.000 GMT-0700,54870,55692,53354,54120,2.128
07.10.2021 14:00:00.000 GMT-0700,54120,56032,53575,53935,2.2159999999999997
08.10.2021 14:00:00.000 GMT-0700,53932,55404,53640,54605,1.6602
09.10.2021 14:00:00.000 GMT-0700,54604,56422,54101,55363,2.7588000000000004
10.10.2021 14:00:00.000 GMT-0700,55330,57763,54347,57284,1.7260999999999995
11.10.2021 14:00:00.000 GMT-0700,57276,57594,53917,55306,2.0585
12.10.2021 14:00:00.000 GMT-0700,55305,57425,54217,56919,1.9860000000000004
13.10.2021 14:00:00.000 GMT-0700,56957,58452,56792,57377,1.8288000000000002
14.10.2021 14:00:00.000 GMT-0700,57412,62800,56821,62457,2.1459
15.10.2021 14:00:00.000 GMT-0700,62457,62478,60100,60952,1.9064999999999996
16.10.2021 14:00:00.000 GMT-0700,60947,61374,58939,59356,2.5217
17.10.2021 14:00:00.000 GMT-0700,59348,62620,59246,61305,1.6735000000000002
18.10.2021 14:00:00.000 GMT-0700,61306,64286,61073,64048,1.9904000000000002
19.10.2021 14:00:00.000 GMT-0700,64048,66924,63474,65927,1.8281
20.10.2021 14:00:00.000 GMT-0700,65881,66586,62034,62603,2.4925999999999995
21.10.2021 14:00:00.000 GMT-0700,62671,63672,59960,60661,2.1762
22.10.2021 14:00:00.000 GMT-0700,60662,61662,59641,61061,1.7792999999999997
23.10.2021 14:00:00.000 GMT-0700,61062,61428,59473,61096,2.1995
24.10.2021 14:00:00.000 GMT-0700,61089,63644,60593,62491,1.1092
25.10.2021 14:00:00.000 GMT-0700,62522,63223,61763,62030,1.7373999999999998
26.10.2021 14:00:00.000 GMT-0700,62031,62031,58049,58865,2.0624
27.10.2021 14:00:00.000 GMT-0700,58883,62399,57837,61331,2.1659
28.10.2021 14:00:00.000 GMT-0700,61290,62902,60139,62341,2.1586000000000003
29.10.2021 14:00:00.000 GMT-0700,62331,62445,60715,61629,1.4081000000000001
30.10.2021 14:00:00.000 GMT-0700,61631,62352,59966,60909,2.4580999999999995
31.10.2021 14:00:00.000 GMT-0700,60894,62423,59500,60630,1.5611
01.11.2021 14:00:00.000 GMT-0700,60569,64231,60390,63062,1.9604
02.11.2021 14:00:00.000 GMT-0700,63063,63493,60224,62669,1.8398
03.11.2021 14:00:00.000 GMT-0700,62708,63179,60669,61282,1.5528000000000002
04.11.2021 14:00:00.000 GMT-0700,61315,62562,60721,60917,1.5216
05.11.2021 14:00:00.000 GMT-0700,60915,61525,60049,61137,1.2382
06.11.2021 14:00:00.000 GMT-0700,61137,63045,61137,62799,1.6816999999999998
07.11.2021 14:00:00.000 GMT-0800,62897,66501,62739,66063,1.1881000000000002
08.11.2021 14:00:00.000 GMT-0800,66113,68480,66054,67688,1.5627000000000002
09.11.2021 14:00:00.000 GMT-0800,67648,68933,62886,64204,1.7318000000000002
10.11.2021 14:00:00.000 GMT-0800,63981,65534,63859,64989,1.4767
11.11.2021 14:00:00.000 GMT-0800,64993,65407,62248,64046,1.6167
12.11.2021 14:00:00.000 GMT-0800,64041,64896,63338,64293,1.3842
13.11.2021 14:00:00.000 GMT-0800,64297,65254,63561,64255,1.7837
14.11.2021 14:00:00.000 GMT-0800,64255,66297,63364,63820,1.1731
15.11.2021 14:00:00.000 GMT-0800,63805,63970,58612,60399,1.9813
16.11.2021 14:00:00.000 GMT-0800,60438,61105,58379,60040,2.1590000000000003
17.11.2021 14:00:00.000 GMT-0800,60020,60911,56595,57528,2.3465000000000003
18.11.2021 14:00:00.000 GMT-0800,57540,58342,55588,57804,1.9680000000000002
19.11.2021 14:00:00.000 GMT-0800,57802,59626,57370,59583,1.0677
20.11.2021 14:00:00.000 GMT-0800,59585,59991,58492,59454,2.1301000000000005
21.11.2021 14:00:00.000 GMT-0800,59469,59473,55600,56191,1.658
22.11.2021 14:00:00.000 GMT-0800,56250,57819,55351,57643,2.1118
23.11.2021 14:00:00.000 GMT-0800,57653,57693,55848,57262,1.6894
24.11.2021 14:00:00.000 GMT-0800,57284,59382,56815,58782,1.4958
25.11.2021 14:00:00.000 GMT-0800,58813,59293,53487,53963,1.9993999999999998
26.11.2021 14:00:00.000 GMT-0800,53969,55245,53492,54538,1.6378999999999995
27.11.2021 14:00:00.000 GMT-0800,54540,56350,53368,56251,2.0557000000000003
28.11.2021 14:00:00.000 GMT-0800,56398,58866,56028,58222,1.2618
29.11.2021 14:00:00.000 GMT-0800,58244,59177,55872,57058,1.9033000000000002
30.11.2021 14:00:00.000 GMT-0800,57025,59046,56433,56954,2.048
01.12.2021 14:00:00.000 GMT-0800,56968,57356,55793,56820,1.8858
02.12.2021 14:00:00.000 GMT-0800,56815,57597,51718,53595,1.9825999999999997
03.12.2021 14:00:00.000 GMT-0800,53594,53809,42387,48692,2.3497000000000003
04.12.2021 14:00:00.000 GMT-0800,48692,49690,47781,49157,2.6749
05.12.2021 14:00:00.000 GMT-0800,49177,50538,47183,50035,1.8971000000000005
06.12.2021 14:00:00.000 GMT-0800,50131,51923,50065,50449,1.7209999999999999
07.12.2021 14:00:00.000 GMT-0800,50479,51186,48625,50550,1.5641000000000003
08.12.2021 14:00:00.000 GMT-0800,50569,50791,47280,47938,1.8698000000000001
09.12.2021 14:00:00.000 GMT-0800,47958,50047,47257,47891,2.0803000000000003
10.12.2021 14:00:00.000 GMT-0800,47879,49223,46735,48747,1.4525999999999997
11.12.2021 14:00:00.000 GMT-0800,48747,50729,48616,49898,1.7813999999999999
12.12.2021 14:00:00.000 GMT-0800,49939,50357,45746,46756,1.9990000000000003
13.12.2021 14:00:00.000 GMT-0800,46757,48613,46258,48234,1.8287999999999998
14.12.2021 14:00:00.000 GMT-0800,48252,49440,46528,49118,1.8806
15.12.2021 14:00:00.000 GMT-0800,49172,49392,47615,48052,1.4583
16.12.2021 14:00:00.000 GMT-0800,48052,48104,45439,46812,1.5195999999999998
17.12.2021 14:00:00.000 GMT-0800,46813,47298,45470,46916,0.9433000000000001
18.12.2021 14:00:00.000 GMT-0800,46904,48245,46399,46681,1.0493000000000001
19.12.2021 14:00:00.000 GMT-0800,46635,47499,45521,46941,1.6219
20.12.2021 14:00:00.000 GMT-0800,46956,49279,46610,49040,1.3728000000000002
21.12.2021 14:00:00.000 GMT-0800,49019,49520,48405,48994,1.3071
22.12.2021 14:00:00.000 GMT-0800,49010,51333,48011,50778,1.2406999999999997
23.12.2021 14:00:00.000 GMT-0800,50799,51792,50392,50844,1.2199
24.12.2021 14:00:00.000 GMT-0800,50844,51089,50145,50931,0.5475
25.12.2021 14:00:00.000 GMT-0800,50929,50983,49436,50762,0.9332
26.12.2021 14:00:00.000 GMT-0800,50803,52013,50420,50920,1.2271999999999998
27.12.2021 14:00:00.000 GMT-0800,50919,51181,47272,47511,1.6453000000000002
28.12.2021 14:00:00.000 GMT-0800,47493,48090,46559,47173,1.4251
29.12.2021 14:00:00.000 GMT-0800,47130,47848,45938,47235,1.1405999999999998
30.12.2021 14:00:00.000 GMT-0800,47208,48512,46690,47429,1.0548
31.12.2021 14:00:00.000 GMT-0800,46974,47876,46806,47267,0.1815
01.01.2022 14:00:00.000 GMT-0800,47261,47919,46635,46967,0.8699
02.01.2022 14:00:00.000 GMT-0800,46989,47519,45700,45942,1.2987
03.01.2022 14:00:00.000 GMT-0800,45932,47482,45503,46173,1.3432999999999997
04.01.2022 14:00:00.000 GMT-0800,46090,47001,43402,43548,1.7032
05.01.2022 14:00:00.000 GMT-0800,43625,43722,42393,43067,1.7876
06.01.2022 14:00:00.000 GMT-0800,43073,43181,40620,41819,2.0461
07.01.2022 14:00:00.000 GMT-0800,41818,42159,40551,41735,1.1034999999999997
08.01.2022 14:00:00.000 GMT-0800,41733,42725,41251,42259,1.2137
09.01.2022 14:00:00.000 GMT-0800,42245,42434,39604,41664,1.4326999999999999
10.01.2022 14:00:00.000 GMT-0800,41696,43054,41231,42620,1.3753000000000002
11.01.2022 14:00:00.000 GMT-0800,42631,44253,42424,43728,1.5688
12.01.2022 14:00:00.000 GMT-0800,43731,44382,42277,42766,1.63
13.01.2022 14:00:00.000 GMT-0800,42762,43395,41732,43256,1.5374999999999999
14.01.2022 14:00:00.000 GMT-0800,43256,43756,42536,43274,0.8581000000000001
15.01.2022 14:00:00.000 GMT-0800,43274,43423,42560,42916,1.0581
16.01.2022 14:00:00.000 GMT-0800,42926,43234,41565,41675,1.1709
17.01.2022 14:00:00.000 GMT-0800,41652,42437,41247,42332,1.9039
18.01.2022 14:00:00.000 GMT-0800,42339,42617,41107,41669,1.4985
19.01.2022 14:00:00.000 GMT-0800,41674,43452,41270,41278,1.1407999999999998
20.01.2022 14:00:00.000 GMT-0800,41170,41568,36133,36661,2.0131000000000006
21.01.2022 14:00:00.000 GMT-0800,36661,37149,33983,35395,1.4935
22.01.2022 14:00:00.000 GMT-0800,35366,36103,34599,35322,0.47170000000000006
23.01.2022 14:00:00.000 GMT-0800,35328,37491,32926,36780,1.4774
24.01.2022 14:00:00.000 GMT-0800,36730,37551,35668,36515,1.6248
25.01.2022 14:00:00.000 GMT-0800,36538,38858,36290,36291,2.0907999999999993
26.01.2022 14:00:00.000 GMT-0800,36297,37140,35487,36144,1.7566
27.01.2022 14:00:00.000 GMT-0800,36098,37944,35850,37765,1.7746000000000004
28.01.2022 14:00:00.000 GMT-0800,37744,38678,37293,38330,0.9192
29.01.2022 14:00:00.000 GMT-0800,38330,38365,37335,37717,1.9206
30.01.2022 14:00:00.000 GMT-0800,37717,38687,36642,38382,1.2952000000000001
31.01.2022 14:00:00.000 GMT-0800,38376,39215,38036,38755,1.6055000000000004
01.02.2022 14:00:00.000 GMT-0800,38781,38847,36582,36876,1.2142000000000002
02.02.2022 14:00:00.000 GMT-0800,37038,37238,36219,36907,1.2825
03.02.2022 14:00:00.000 GMT-0800,36886,40847,36768,40587,1.5876000000000001
04.02.2022 14:00:00.000 GMT-0800,40586,41905,40350,41635,0.7202000000000002
05.02.2022 14:00:00.000 GMT-0800,41623,42143,41136,41635,0.3165
06.02.2022 14:00:00.000 GMT-0800,41635,44456,41523,44040,1.4182000000000001
07.02.2022 14:00:00.000 GMT-0800,44056,45431,42658,44169,1.5516
08.02.2022 14:00:00.000 GMT-0800,44206,44780,43129,44461,1.4771
09.02.2022 14:00:00.000 GMT-0800,44461,45791,43166,43697,1.3189999999999997
10.02.2022 14:00:00.000 GMT-0800,43697,44156,42038,42546,1.3068000000000002
11.02.2022 14:00:00.000 GMT-0800,42546,43063,41710,41845,0.34479999999999994
12.02.2022 14:00:00.000 GMT-0800,41834,42759,41786,42269,0.30069999999999997
13.02.2022 14:00:00.000 GMT-0800,42269,42893,41510,42189,0.9719000000000001
14.02.2022 14:00:00.000 GMT-0800,42226,44529,42188,43964,1.0503000000000002
15.02.2022 14:00:00.000 GMT-0800,43964,44714,43336,44032,0.9047999999999999
16.02.2022 14:00:00.000 GMT-0800,44034,44137,40039,40641,1.1786
17.02.2022 14:00:00.000 GMT-0800,40583,40992,39424,39951,0.9737
18.02.2022 14:00:00.000 GMT-0800,39941,40436,39619,39990,0.3573
19.02.2022 14:00:00.000 GMT-0800,39990,40198,38010,38220,0.28850000000000003
20.02.2022 14:00:00.000 GMT-0800,38220,39437,36971,37014,1.1594
21.02.2022 14:00:00.000 GMT-0800,36859,38331,36319,37846,1.3331
22.02.2022 14:00:00.000 GMT-0800,37831,39280,37371,37479,0.8234000000000002
23.02.2022 14:00:00.000 GMT-0800,37474,39640,34300,38359,2.5537999999999994
24.02.2022 14:00:00.000 GMT-0800,38395,39718,37735,39011,1.1458000000000002
25.02.2022 14:00:00.000 GMT-0800,39011,40235,38652,39416,0.88
26.02.2022 14:00:00.000 GMT-0800,39415,39882,37000,37391,1.1197
27.02.2022 14:00:00.000 GMT-0800,37391,41891,37328,41594,1.3178000000000003
28.02.2022 14:00:00.000 GMT-0800,41627,44986,41586,43904,1.7192
01.03.2022 14:00:00.000 GMT-0800,43904,45250,43306,44019,1.3598
02.03.2022 14:00:00.000 GMT-0800,44087,44320,41794,42154,0.8873999999999999
03.03.2022 14:00:00.000 GMT-0800,42154,42655,39036,39351,1.4062000000000001
04.03.2022 14:00:00.000 GMT-0800,39352,39561,38556,39328,0.7847
05.03.2022 14:00:00.000 GMT-0800,39322,39662,38089,39032,0.7381000000000002
06.03.2022 14:00:00.000 GMT-0800,39032,39563,37119,37794,1.4659000000000002
07.03.2022 14:00:00.000 GMT-0800,37759,39318,37758,38455,1.7467000000000001
08.03.2022 14:00:00.000 GMT-0800,38465,42587,38449,41907,1.431
09.03.2022 14:00:00.000 GMT-0800,41907,42089,38556,39275,1.2860999999999998
10.03.2022 14:00:00.000 GMT-0800,39270,40205,38190,38801,1.6279999999999997
11.03.2022 14:00:00.000 GMT-0800,38801,39402,38346,38636,1.7894
12.03.2022 14:00:00.000 GMT-0800,38859,39254,38793,39108,0.2319
13.03.2022 14:00:00.000 GMT-0700,38637,39280,37528,38760,1.3865999999999998
14.03.2022 14:00:00.000 GMT-0700,38760,39861,38189,39393,1.0315
15.03.2022 14:00:00.000 GMT-0700,39394,41643,38877,41202,1.5059000000000002
16.03.2022 14:00:00.000 GMT-0700,41205,41431,40500,40665,0.9714999999999998
17.03.2022 14:00:00.000 GMT-0700,40665,42347,40144,41708,1.0003000000000002
18.03.2022 14:00:00.000 GMT-0700,41770,42402,41481,42161,0.9297
19.03.2022 14:00:00.000 GMT-0700,42161,42396,40882,41245,1.2636
20.03.2022 14:00:00.000 GMT-0700,41244,41505,40481,41080,0.9157999999999998
21.03.2022 14:00:00.000 GMT-0700,41080,43270,40903,42588,1.2374000000000005
22.03.2022 14:00:00.000 GMT-0700,42588,42904,41724,42391,0.896
23.03.2022 14:00:00.000 GMT-0700,42391,44266,42244,43915,1.1681000000000001
24.03.2022 14:00:00.000 GMT-0700,43915,45116,43560,44615,1.1886999999999996
25.03.2022 14:00:00.000 GMT-0700,44615,44630,44049,44289,0.3606
26.03.2022 14:00:00.000 GMT-0700,44307,46556,44307,46067,0.6198000000000001
27.03.2022 14:00:00.000 GMT-0700,46072,48229,45806,47884,0.7525999999999999
28.03.2022 14:00:00.000 GMT-0700,47883,48130,46887,47429,1.1323000000000003
29.03.2022 14:00:00.000 GMT-0700,47402,47735,46541,47295,1.1381
30.03.2022 14:00:00.000 GMT-0700,47295,47645,45478,45712,1.0647000000000002
31.03.2022 14:00:00.000 GMT-0700,45703,46660,44196,46117,0.7854000000000001
01.04.2022 14:00:00.000 GMT-0700,46263,47154,45601,46138,0.6289000000000001
02.04.2022 14:00:00.000 GMT-0700,46138,46782,45516,46365,0.7631999999999998
03.04.2022 14:00:00.000 GMT-0700,46365,47452,45109,46343,1.1312
04.04.2022 14:00:00.000 GMT-0700,46276,47213,45496,45839,0.8515000000000001
05.04.2022 14:00:00.000 GMT-0700,45839,46000,43222,43843,1.0460999999999998
06.04.2022 14:00:00.000 GMT-0700,43805,43941,42719,43533,0.7673
07.04.2022 14:00:00.000 GMT-0700,43533,43997,42403,42781,0.8587
08.04.2022 14:00:00.000 GMT-0700,42608,42727,42052,42398,0.5795000000000001
09.04.2022 14:00:00.000 GMT-0700,42398,43453,42380,43080,0.5028
10.04.2022 14:00:00.000 GMT-0700,43051,43249,39526,39801,0.8208
11.04.2022 14:00:00.000 GMT-0700,39810,40659,39244,39534,0.8334999999999998
12.04.2022 14:00:00.000 GMT-0700,39534,41544,39461,41203,0.6538999999999999
13.04.2022 14:00:00.000 GMT-0700,41202,41451,39535,39863,0.7681999999999999
14.04.2022 14:00:00.000 GMT-0700,39831,40795,39725,40353,0.5994999999999999
15.04.2022 14:00:00.000 GMT-0700,40341,40635,39971,40247,0.8927000000000004
16.04.2022 14:00:00.000 GMT-0700,40223,40642,39848,40227,0.5625999999999999
17.04.2022 14:00:00.000 GMT-0700,40207,40940,38515,40627,0.6975
18.04.2022 14:00:00.000 GMT-0700,40616,41698,40540,41249,0.6776999999999999
19.04.2022 14:00:00.000 GMT-0700,41236,42153,40872,41381,0.7662
20.04.2022 14:00:00.000 GMT-0700,41370,42990,40508,40559,0.5423
21.04.2022 14:00:00.000 GMT-0700,40522,40877,39147,39564,0.8012999999999998
22.04.2022 14:00:00.000 GMT-0700,39560,39930,39231,39750,1.0946999999999998
23.04.2022 14:00:00.000 GMT-0700,39750,39905,38994,39463,0.7129000000000003
24.04.2022 14:00:00.000 GMT-0700,39456,40335,38177,40136,0.9882
25.04.2022 14:00:00.000 GMT-0700,40109,40742,37696,38082,0.9189999999999998
26.04.2022 14:00:00.000 GMT-0700,38031,39418,37694,39063,0.9955999999999998
27.04.2022 14:00:00.000 GMT-0700,39042,40407,38848,39851,0.9303999999999999
28.04.2022 14:00:00.000 GMT-0700,39787,39925,38141,38514,0.8112
29.04.2022 14:00:00.000 GMT-0700,38514,38796,38196,38376,0.7015000000000002
30.04.2022 14:00:00.000 GMT-0700,38376,38618,37380,38276,0.8339000000000002
01.05.2022 14:00:00.000 GMT-0700,38250,39121,38081,38274,1.0625
02.05.2022 14:00:00.000 GMT-0700,38249,38847,37488,37727,0.6193
03.05.2022 14:00:00.000 GMT-0700,37725,39969,37564,39767,1.0456
04.05.2022 14:00:00.000 GMT-0700,39737,39817,35549,36418,1.1818
05.05.2022 14:00:00.000 GMT-0700,36360,36622,35248,36026,1.4957
06.05.2022 14:00:00.000 GMT-0700,36013,36061,35640,35704,1.1817
07.05.2022 14:00:00.000 GMT-0700,35702,35764,33711,34188,1.6072000000000002
08.05.2022 14:00:00.000 GMT-0700,34158,34431,30316,30948,1.5923
09.05.2022 14:00:00.000 GMT-0700,30919,32607,29777,30956,1.9897
10.05.2022 14:00:00.000 GMT-0700,30882,32111,28211,28424,3.3438000000000003
11.05.2022 14:00:00.000 GMT-0700,28279,30113,25340,28495,2.5881
12.05.2022 14:00:00.000 GMT-0700,28495,30927,27886,29739,1.4391
13.05.2022 14:00:00.000 GMT-0700,29689,30029,28512,29278,1.9443
14.05.2022 14:00:00.000 GMT-0700,29278,31111,29273,30990,1.3860000000000003
15.05.2022 14:00:00.000 GMT-0700,30990,31380,29040,29858,1.6035000000000001
16.05.2022 14:00:00.000 GMT-0700,29829,30741,29380,30034,1.5501000000000003
17.05.2022 14:00:00.000 GMT-0700,29995,30626,28661,29159,1.6794999999999995
18.05.2022 14:00:00.000 GMT-0700,29138,30454,28562,30184,1.8479999999999999
19.05.2022 14:00:00.000 GMT-0700,30153,30679,28652,29074,1.8704
20.05.2022 14:00:00.000 GMT-0700,29033,29549,28850,29321,1.1505
21.05.2022 14:00:00.000 GMT-0700,29321,30297,29177,29862,1.4393999999999998
22.05.2022 14:00:00.000 GMT-0700,29841,30665,28952,29251,1.7966
23.05.2022 14:00:00.000 GMT-0700,29251,29642,28587,29368,0.9538000000000001
24.05.2022 14:00:00.000 GMT-0700,29417,30121,29257,29697,0.8664000000000001
25.05.2022 14:00:00.000 GMT-0700,29705,29786,27947,29369,1.2518999999999998
26.05.2022 14:00:00.000 GMT-0700,29391,29589,28192,28674,1.4948000000000001
27.05.2022 14:00:00.000 GMT-0700,28659,29175,28435,28936,1.3039
28.05.2022 14:00:00.000 GMT-0700,28936,29397,28753,29099,1.4451999999999998
29.05.2022 14:00:00.000 GMT-0700,29099,31330,29081,31298,0.9153000000000001
30.05.2022 14:00:00.000 GMT-0700,31219,32418,31151,31716,0.8179
31.05.2022 14:00:00.000 GMT-0700,31719,31907,29254,29551,1.0392000000000001
01.06.2022 14:00:00.000 GMT-0700,29582,30419,29436,30162,0.8021
02.06.2022 14:00:00.000 GMT-0700,30175,30609,29265,29572,0.9677999999999998
03.06.2022 14:00:00.000 GMT-0700,29571,29995,29454,29681,1.026
04.06.2022 14:00:00.000 GMT-0700,29683,30111,29454,29862,1.7508999999999997
05.06.2022 14:00:00.000 GMT-0700,29862,31673,29735,31373,1.2438
06.06.2022 14:00:00.000 GMT-0700,31361,31514,29152,31289,1.4168999999999998
07.06.2022 14:00:00.000 GMT-0700,31409,31457,29796,30140,2.3766000000000003
08.06.2022 14:00:00.000 GMT-0700,30133,30639,29884,30118,2.1069
09.06.2022 14:00:00.000 GMT-0700,30108,30290,28791,29142,2.1843000000000004
10.06.2022 14:00:00.000 GMT-0700,29100,29346,28053,28336,1.8111
11.06.2022 14:00:00.000 GMT-0700,28337,28621,26833,27302,2.2733999999999996
12.06.2022 14:00:00.000 GMT-0700,27275,27435,22555,23167,2.817
13.06.2022 14:00:00.000 GMT-0700,23159,23285,20781,21926,2.8236
14.06.2022 14:00:00.000 GMT-0700,21974,22257,20037,21600,2.6501
15.06.2022 14:00:00.000 GMT-0700,21629,22914,20440,20635,2.5641
16.06.2022 14:00:00.000 GMT-0700,20597,21287,20164,20595,2.6489000000000003
17.06.2022 14:00:00.000 GMT-0700,20567,20685,17520,17714,2.8806999999999996
18.06.2022 14:00:00.000 GMT-0700,17716,20641,17674,20573,2.7237000000000005
19.06.2022 14:00:00.000 GMT-0700,20555,20996,19582,20392,2.6607
20.06.2022 14:00:00.000 GMT-0700,20364,21655,20203,20800,2.5296
21.06.2022 14:00:00.000 GMT-0700,20779,20990,19718,19818,2.4648
22.06.2022 14:00:00.000 GMT-0700,19812,21054,19774,20758,2.3226999999999998
23.06.2022 14:00:00.000 GMT-0700,20756,21391,20610,21113,2.3735000000000004
24.06.2022 14:00:00.000 GMT-0700,21121,21545,20864,21176,2.0013
25.06.2022 14:00:00.000 GMT-0700,21176,21823,21083,21338,1.9048999999999998
26.06.2022 14:00:00.000 GMT-0700,21327,21469,20472,20861,2.0219
27.06.2022 14:00:00.000 GMT-0700,20861,21156,20146,20216,2.1845
28.06.2022 14:00:00.000 GMT-0700,20189,20395,19805,20165,2.2001
29.06.2022 14:00:00.000 GMT-0700,20131,20281,18591,18698,2.1764
30.06.2022 14:00:00.000 GMT-0700,18683,20830,18639,19371,2.4666000000000006
01.07.2022 14:00:00.000 GMT-0700,19337,19425,18897,19175,1.4649999999999996
02.07.2022 14:00:00.000 GMT-0700,19175,19588,18738,19387,1.7514999999999996
03.07.2022 14:00:00.000 GMT-0700,19353,20045,19000,19726,1.9452999999999998
04.07.2022 14:00:00.000 GMT-0700,19701,20687,19251,20405,2.2409999999999997
05.07.2022 14:00:00.000 GMT-0700,20396,20424,19715,20346,2.3301
06.07.2022 14:00:00.000 GMT-0700,20333,21792,20215,21573,2.1415
07.07.2022 14:00:00.000 GMT-0700,21557,22424,21146,21791,2.3879000000000006
08.07.2022 14:00:00.000 GMT-0700,21781,21944,21279,21637,1.9606
09.07.2022 14:00:00.000 GMT-0700,21636,21702,20619,20936,2.2375
10.07.2022 14:00:00.000 GMT-0700,20913,21103,20223,20374,3.0021000000000004
11.07.2022 14:00:00.000 GMT-0700,20369,20369,19234,19404,2.4911000000000003
12.07.2022 14:00:00.000 GMT-0700,19386,20045,18877,19622,2.496
13.07.2022 14:00:00.000 GMT-0700,19616,20844,19587,20633,3.3240999999999996
14.07.2022 14:00:00.000 GMT-0700,20621,21145,20337,20886,2.3840999999999997
15.07.2022 14:00:00.000 GMT-0700,20864,21537,20412,21165,1.914
16.07.2022 14:00:00.000 GMT-0700,21166,21612,20790,20891,2.1413000000000006
17.07.2022 14:00:00.000 GMT-0700,20867,22735,20716,21450,1.9624
18.07.2022 14:00:00.000 GMT-0700,21446,23653,21411,23263,1.8294
19.07.2022 14:00:00.000 GMT-0700,23290,24240,22891,23216,1.7235000000000005
20.07.2022 14:00:00.000 GMT-0700,23243,23754,22310,23083,1.5467999999999997
21.07.2022 14:00:00.000 GMT-0700,23085,23719,22475,22563,1.6735
22.07.2022 14:00:00.000 GMT-0700,22541,22940,21912,22285,1.92
23.07.2022 14:00:00.000 GMT-0700,22285,22864,22182,22683,2.1578000000000004
